3.061667316686362028e+02 1.488786795212557836e-07 0.000000000000000000e+00 0.000000000000000000e+00
3.062167316693812609e+02 1.200000000000000000e+01 9.990000000000000568e+01 -3.465400368440896273e-05
3.062667316701263189e+02 1.168962955474853693e+01 -9.532380700111389160e-01 3.273534332492999965e-07
3.063167316708713770e+02 1.167459201812750180e+01 6.059430837631225586e-01 -3.463487701083067805e-07
3.063667316716164351e+02 1.172342014312770964e+01 1.545665860176086426e+00 -1.005841681944730226e-06
3.064167316723614931e+02 1.181287956237851944e+01 2.145719766616821289e+00 -1.654524680816393811e-06
3.064667316731065512e+02 1.192837238311861014e+01 2.555948257446289062e+00 -2.029910092460340820e-06
3.065167316738516092e+02 1.206030654907345401e+01 2.766238451004028320e+00 -2.340170340175973251e-06
3.065667316745966673e+02 1.220243835449359082e+01 2.936515092849731445e+00 -2.435666146993753500e-06
3.066167316753417253e+02 1.235071849823149748e+01 3.006756544113159180e+00 -2.479031309121637605e-06
3.066667316760867834e+02 1.250253295898594352e+01 3.056950807571411133e+00 -2.480702050888794474e-06
3.067167316768318415e+02 1.265618705749669459e+01 3.087092638015747070e+00 -2.501919652786455117e-06
3.067667316775768995e+02 1.281059265136874536e+01 3.087197780609130859e+00 -2.527949618524871767e-06
3.068167316783219576e+02 1.296504878997956745e+01 3.077266216278076172e+00 -2.382976163062267005e-06
3.068667316790670156e+02 1.311910152435449994e+01 3.067308425903320312e+00 -2.387468612141674384e-06
3.069167316798120737e+02 1.327246475219870092e+01 3.047334909439086914e+00 -2.208943442383315414e-06
3.069667316805571318e+02 1.342495441436903469e+01 3.047334909439086914e+00 -2.208943215009639971e-06
3.070167316813021898e+02 1.357645511627331913e+01 3.017335176467895508e+00 -2.187216068705311045e-06
3.070667316820472479e+02 1.372689533233775272e+01 2.987335205078125000e+00 -2.165488695027306676e-06
3.071167316827923059e+02 1.387623119354378254e+01 2.967335224151611328e+00 -2.151003855033195578e-06
3.071667316835373640e+02 1.402443599701054033e+01 2.937319278717041016e+00 -1.996799710468621925e-06
3.072167316842824221e+02 1.417149829864624877e+01 2.927319288253784180e+00 -1.990008058783132583e-06
3.072667316850274801e+02 1.431741905212521182e+01 2.907282829284667969e+00 -1.954352683242177591e-06
3.073167316857725382e+02 1.446219062805297462e+01 2.877267122268676758e+00 -2.013400262512732297e-06
3.073667316865175962e+02 1.460582160949830843e+01 2.847246170043945312e+00 -2.063493639070657082e-06
3.074167316872626543e+02 1.474831104278692351e+01 2.837225437164306641e+00 -1.933820385602302849e-06
3.074667316880077124e+02 1.488967514038213835e+01 2.817209720611572266e+00 -1.965583578567020595e-06
3.075167316887527704e+02 1.502991676330698567e+01 2.777188777923583984e+00 -2.017861788772279397e-06
3.075667316894978285e+02 1.516904544830459933e+01 2.757168054580688477e+00 -2.096163143505691551e-06
3.076167316902428865e+02 1.530706882476948927e+01 2.757152318954467773e+00 -2.054508286164491437e-06
3.076667316909879446e+02 1.544399738311912529e+01 2.727131366729736328e+00 -2.041430207100347616e-06
3.077167316917330027e+02 1.557984256744534157e+01 2.687110662460327148e+00 -2.023278966589714400e-06
3.077667316924780607e+02 1.571460628509675495e+01 2.677094697952270508e+00 -1.958599796125781722e-06
3.078167316932231188e+02 1.584830379486240659e+01 2.667073726654052734e+00 -1.971447773030376993e-06
3.078667316939681768e+02 1.598094367981120278e+01 2.627058029174804688e+00 -2.019868134084390476e-06
3.079167316947132349e+02 1.611253356933762859e+01 2.617058038711547852e+00 -2.012415734498063102e-06
3.079667316954582930e+02 1.624308395385914849e+01 2.617058038711547852e+00 -2.012415734498063102e-06
3.080167316962033510e+02 1.637259674072444326e+01 2.577021598815917969e+00 -2.030290715993032791e-06
3.080667316969484091e+02 1.650108909607118690e+01 2.566984891891479492e+00 -1.986784809560049325e-06
3.081167316976934671e+02 1.662856864929386447e+01 2.516963958740234375e+00 -2.029159986705053598e-06
3.081667316984385252e+02 1.675504302978709958e+01 2.526963949203491211e+00 -2.036962541751563549e-06
3.082167316991835833e+02 1.688051605224807972e+01 2.486932516098022461e+00 -2.074724307021824643e-06
3.082667316999286413e+02 1.700499916076864437e+01 2.476932525634765625e+00 -2.066796014332794584e-06
3.083167317006736994e+02 1.712849998474332125e+01 2.456896066665649414e+00 -2.183305468861362897e-06
3.083667317014187574e+02 1.725102615356662028e+01 2.436896085739135742e+00 -2.167211505366140045e-06
3.084167317021638155e+02 1.737257194519261105e+01 2.406864643096923828e+00 -1.973333382920827717e-06
3.084667317029088736e+02 1.749318122863991221e+01 2.396864652633666992e+00 -1.965183400898240507e-06
3.085167317036539316e+02 1.761280250549544490e+01 2.376833200454711914e+00 -2.025519506787532009e-06
3.085667317043989897e+02 1.773150062561267504e+01 2.356833219528198242e+00 -2.008986029977677390e-06
3.086167317051440477e+02 1.784900093078851313e+01 2.326796770095825195e+00 -2.007700231843045913e-06
3.086667317058891058e+02 1.796481323242431927e+01 5.067970156669616699e-01 -4.838278186980460305e-07
3.087167317066341639e+02 1.799228668213139315e+01 -2.032028883695602417e-01 1.106505038706018240e-07
3.087667317073792219e+02 1.798291397094982003e+01 3.679705411195755005e-02 -9.030009096022695303e-08
3.088167317081242800e+02 1.798479270935314389e+01 -3.317685052752494812e-02 -6.802844865205770475e-08
3.088667317088693380e+02 1.798390960693618013e+01 3.684402257204055786e-02 -1.970597764966441900e-07
3.089167317096143961e+02 1.798583030700945784e+01 -3.315597772598266602e-02 -1.379597449613356730e-07
3.089667317103594542e+02 1.798470306396744078e+01 2.687013521790504456e-02 -1.372306286384628038e-07
3.090167317111045122e+02 1.798593330383558708e+01 -2.312985993921756744e-02 -9.530883460229233606e-08
3.090667317118495703e+02 1.798495674133558708e+01 6.891036871820688248e-03 -9.059091610197356204e-08
3.091167317125946283e+02 1.798575592041272131e+01 -3.108962439000606537e-03 -8.228897740991669707e-08
3.091667317133396864e+02 1.798596382141364103e+01 -3.108957549557089806e-03 -8.228884240679690265e-08
3.092167317140847445e+02 1.798586845398199685e+01 -3.088056808337569237e-03 -1.360720318643870996e-07
3.092667317148298025e+02 1.798557090759524613e+01 -1.308805029839277267e-02 -1.279069721249470604e-07
3.093167317155748606e+02 1.798543167114499042e+01 1.691194064915180206e-02 -1.524017534393351525e-07
3.093667317163199186e+02 1.798632812500240163e+01 -2.308804541826248169e-02 -1.197418839637975907e-07
3.094167317170649767e+02 1.798552513122796981e+01 1.691194996237754822e-02 -1.524013271136936964e-07
3.094667317178100348e+02 1.798612213135002236e+01 -3.308805078268051147e-02 -1.115772434445716499e-07
3.095167317185550928e+02 1.798523139953848471e+01 3.691194951534271240e-02 -1.687310486886417493e-07
3.095667317193001509e+02 1.798676300049060472e+01 -4.308804869651794434e-02 -1.034123826570976235e-07
3.096167317200452089e+02 1.798502922058337106e+01 2.691196091473102570e-02 -1.605657615755262668e-07
3.096667317207902670e+02 1.798638916015853795e+01 -2.308805473148822784e-02 -1.197423102894390468e-07
3.097167317215353251e+02 1.798550224304427658e+01 6.911952048540115356e-03 -1.442364663262196700e-07
3.097667317222803831e+02 1.798604774475322543e+01 -3.088047262281179428e-03 -1.360716055387456436e-07
3.098167317230254412e+02 1.798580932617411676e+01 -1.308804657310247421e-02 -1.279067589621263323e-07
3.098667317237704992e+02 1.798552513122780638e+01 6.911957170814275742e-03 -1.442362531633989420e-07
3.099167317245155573e+02 1.798617172241432272e+01 -3.088051918894052505e-03 -1.360718187015663716e-07
3.099667317252606153e+02 1.798590469360571475e+01 -3.088047262281179428e-03 -1.360716055387456436e-07
3.100167317260056734e+02 1.798546409607153507e+01 -1.308804657310247421e-02 -1.279067589621263323e-07
3.100667317267507315e+02 1.798536491394260750e+01 1.691194996237754822e-02 -1.524013271136936964e-07
3.101167317274957895e+02 1.798645401001192567e+01 -2.308804541826248169e-02 -1.197418839637975907e-07
3.101667317282408476e+02 1.798576164245818632e+01 6.911952048540115356e-03 -1.442364663262196700e-07
3.102167317289859056e+02 1.798621749878142140e+01 -3.088047262281179428e-03 -1.360716055387456436e-07
3.102667317297309637e+02 1.798566055298064015e+01 -2.308804541826248169e-02 -1.197418839637975907e-07
3.103167317304760218e+02 1.798516845703334965e+01 3.691194951534271240e-02 -1.687310486886417493e-07
3.103667317312210798e+02 1.798665809631556911e+01 -4.308804124593734741e-02 -1.034121694942768954e-07
3.104167317319661379e+02 1.798499870300502934e+01 2.691194973886013031e-02 -1.605661879011677229e-07
3.104667317327111959e+02 1.798649406433314724e+01 -2.308804541826248169e-02 -1.197418839637975907e-07
3.105167317334562540e+02 1.798563766479699666e+01 6.911952048540115356e-03 -1.442364663262196700e-07
3.105667317342013121e+02 1.798604202270713870e+01 -3.088047262281179428e-03 -1.360716055387456436e-07
3.106167317349463701e+02 1.798563385009970617e+01 -1.308804657310247421e-02 -1.279067589621263323e-07
3.106667317356914282e+02 1.798535537719932620e+01 6.911952048540115356e-03 -1.442364663262196700e-07
3.107167317364364862e+02 1.798622131347861952e+01 -3.088047262281179428e-03 -1.360716055387456436e-07
3.107667317371815443e+02 1.798615455627644977e+01 -3.088047262281179428e-03 -1.360716055387456436e-07
3.108167317379266024e+02 1.798563957214557618e+01 -2.308804541826248169e-02 -1.197418839637975907e-07
3.108667317386716604e+02 1.798521804809772107e+01 3.691194951534271240e-02 -1.687310486886417493e-07
3.109167317394167185e+02 1.798672676086627575e+01 -4.308804124593734741e-02 -1.034121694942768954e-07
3.109667317401617765e+02 1.798500251770219549e+01 2.691194973886013031e-02 -1.605661879011677229e-07
3.110167317409068346e+02 1.798640251159866921e+01 -2.308804541826248169e-02 -1.197418839637975907e-07
3.110667317416518927e+02 1.798553276062209605e+01 6.911952048540115356e-03 -1.442364663262196700e-07
